4070245,-85.484657,31.21073
4344544,-93.183502,31.11685
4215307,-81.55899,31.313
5285039,-110.288139,31.386209
4673179,-98.081139,31.40266
4047656,-94.107697,34.037609
5493998,-105.28611,34.58979
5815135,-120.501472,47.500118
5391891,-117.806732,34.106682
4056099,-86.000221,31.41683
4151245,-81.833153,29.99968
4155535,-81.291451,29.45859
4158449,-82.458153,28.541941
4174301,-82.083138,28.708599
4196508,-84.449928,33.766769
4191014,-84.233253,33.750381
4255818,-85.761353,38.483398
4310411,-85.87413,38.157009
4287837,-84.266602,37.98341
4347820,-76.61219,39.290379
7198188,-77.138702,39.137199
4372589,-76.334961,39.525661
4406835,-90.733459,38.76672
4407084,-90.197891,38.62727
4422178,-90.567879,34.217892
4431425,-88.6278,30.42325
4481511,-77.96637,35.96682
4475520,-79.183083,35.46682
4527624,-84.166603,39.433392
4534444,-96.400291,35.900082
4592843,-80.916481,34.016819
4735729,-99.833702,32.300129
4697444,-98.200287,26.333679
4740157,-96.400238,30.233549
4739690,-95.566887,30.73353
4703071,-99.300323,30.050211
4744106,-77.046921,38.80484
4749005,-82.188469,36.596489
4752046,-78.476677,38.029308
4752215,-76.312157,36.687649
4753684,-77.410263,37.244041
4755298,-79.39502,36.585972
4758109,-77.306374,38.846218
4760084,-77.460541,38.303181
4763237,-78.868919,38.44957
4764849,-77.287201,37.304321
4771099,-79.14225,37.41375
4771426,-77.475273,38.75095
4776037,-76.508011,37.062649
4776242,-76.261879,36.891258
4778642,-77.401932,37.227928
4780019,-76.354668,36.85487
4780851,-80.576447,37.13179
4781756,-77.460258,37.553761
4782241,-79.941429,37.270969
4784205,-80.054764,37.293468
4788160,-76.608009,36.708481
4787467,-79.071701,38.149578
4792534,-78.889473,38.06847
4794134,-78.16333,39.185661
5151606,-81.666519,41.433392
4899519,-89.283432,41.750591
4898722,-90.200119,40.933369
5004681,-86.000603,42.95002
4985190,-84.016647,43.73336
5000477,-82.949928,42.700031
4997130,-84.383301,42.60004
5009706,-84.149971,42.950031
5128316,-73.582901,40.75066
6941775,-73.949577,40.650101
5113792,-76.082977,42.600071
5112738,-73.887077,40.676208
5118116,-74.449577,43.116741
5122534,-79.235329,42.097
6332485,-73.945,40.75528
7250946,-73.95472,40.783329
5133668,-73.482887,42.716751
5161640,-80.766472,41.03339
5151896,-83.000183,40.266731
5145576,-84.083282,40.76672
5153362,-82.599899,41.350052
5221078,-71.271721,41.71677
5393068,-122.051071,37.066608
5391997,-122.45108,37.766602
5423573,-108.550652,39.063869
5525886,-100.350349,28.76692
5522430,-100.802002,35.416698
5128638,-75.499901,43.000351
7169710,-80.60567,28.39367
5415040,-105.086647,39.92054
5419396,-104.950539,39.666649
5420241,-107.880074,37.27528
5431716,-108.267303,38.416649
5445820,-100.920998,37.043079
5478585,-109.033981,35.900009
5507669,-119.126259,39.000198
5508180,-114.067192,36.805531
5520910,-102.55043,31.866791
5781925,-111.854927,40.57217
5784685,-111.96299,40.560501
5790179,-122.484543,45.799839
5820705,-106.31308,42.866631
4159872,-80.252548,25.37817
4736286,-99.25061,31.250441
4676547,-98.23362,27.033661
4714936,-98.127228,27.0856
4158643,-81.349792,27.366989
4178270,-81.203682,27.37282
4158712,-82.349808,27.916969
7217562,-82.211403,28.005199
4722147,-97.166939,28.33362
4684064,-97.392769,28.16807
4678165,-96.61692,28.466949
4331987,-92.000397,31.000469
4337452,-89.700058,29.45022
4318404,-89.377548,28.96829
4341715,-93.12738,31.20241
4056592,-86.983307,31.466829
4053940,-87.022469,31.299061
4057517,-86.316628,31.73349
4059229,-86.36496,31.492109
4695945,-98.083641,31.71682
4717770,-98.112259,31.567659
5308878,-112.003464,32.000351
7262440,-111.114143,32.132381
5319409,-109.095062,32.241192
4316180,-91.015106,32.240978
5454967,-106.237213,32.13649
4445717,-88.530037,33.25568
5524819,-102.050453,33.326481
4180067,-83.527672,33.36541
4694710,-96.683601,33.616772
5368381,-118.200912,34.366661
4187459,-85.33329,34.466751
4224239,-85.39579,34.288429
4589213,-81.616501,34.30014
4587774,-81.562332,34.3382
4583989,-80.56646,34.45015
5306372,-113.320213,35.51416
4550954,-96.458618,35.391739
4460324,-79.266411,35.700142
4619773,-89.40007,36.050072
4652680,-89.25563,36.032291
4896861,-89.250366,40.00032
4748806,-82.280983,37.29594
5341170,-119.572662,37.73687
5413481,-103.067146,37.966671
5436536,-103.316597,38.05862
5435436,-102.400467,37.966679
4048572,-83.433243,38.183411
5354590,-122.293861,38.11853
5539525,-111.501282,37.750542
5446275,-100.382362,38.15974
5435465,-104.483856,38.183338
5435047,-106.07724,38.512779
5376101,-122.334419,38.483238
5386729,-122.137199,38.519348
5396498,-121.19384,38.495739
5420926,-104.517189,38.833328
5442076,-104.182182,38.738049
5445498,-100.465141,39.113621
5427526,-102.567139,39.299992
5514336,-115.978394,39.424648
5446632,-101.05043,39.349998
5424440,-105.491112,39.511662
5095971,-74.50515,40.04734
5576103,-105.361382,40.040821
5583173,-105.508331,40.072208
5074889,-96.154449,40.10833
5162774,-84.233276,40.050049
5162767,-84.317169,40.131439
5565500,-123.917831,40.666519
5565253,-124.122818,40.244308
5171871,-84.183281,40.316719
7729130,-84.184998,40.293892
5560570,-124.026428,40.33569
5444907,-102.433807,39.983318
5771084,-113.488876,40.726879
5081111,-97.966164,40.553619
5171643,-83.116577,41.116718
5172848,-83.386589,41.009781
5696463,-103.404099,41.225811
4861712,-93.0252,41.204441
5205930,-75.124893,41.50037
4861743,-95.108047,41.312489
5825405,-108.389267,41.415241
4880695,-93.550217,41.333328
4870622,-93.438271,41.4361
4926802,-85.022743,41.532269
5562484,-123.901176,41.699841
5128148,-75.049606,42.25481
5823980,-104.994972,42.234692
5610054,-115.1595,42.071301
4932165,-73.125381,42.428421
5138846,-74.562653,42.410912
5138935,-75.385178,42.529518
4936231,-73.185661,42.541752
4997811,-85.012772,42.542809
5586500,-111.50106,43.41658
5609454,-111.341621,43.456032
5094264,-71.892029,43.923119
5590266,-114.32589,44.267422
5117867,-74.349609,44.650051
5587585,-116.040131,44.435452
5598464,-114.00119,45.666592
5584508,-113.734512,45.09465
5259487,-89.05011,45.250519
5016060,-94.073593,45.17691
5731315,-118.227997,45.35207
5032867,-95.000839,45.133301
5606338,-116.008469,45.51767
5692786,-103.596298,46.619179
5796126,-123.83461,47.083149
5811704,-117.367706,47.616562
5812148,-117.834419,48.433231
7260215,-85.607307,30.08535
4345638,-92.560699,31.31185
5039807,-97.204514,48.99749
5790289,-122.32238,48.978729
5322021,-110.963737,34.101429
4658872,-89.391182,36.01952
4603330,-88.678108,35.973122
5365687,-120.24823,37.22855
5425180,-104.381088,37.281132
5386335,-122.135239,37.47633
4521978,-83.563812,39.135071
5784492,-114.037514,40.737148
4920512,-84.932739,41.730881
5120956,-74.663239,44.973942
5039576,-95.094437,44.56329
5036727,-95.788353,44.446899
5040864,-95.084717,45.130001
5266230,-90.441551,45.934399
5046026,-94.952522,45.737461
4404807,-92.200172,37.83337
5758058,-118.50135,45.50013
5053645,-93.583611,45.448608
5398597,-121.001602,37.549931
5094497,-71.679237,42.736198
5421327,-105.429443,39.383041
5231992,-98.317039,44.936081
5332628,-120.584373,38.166592
5343792,-120.32547,38.2127
4163123,-84.279068,30.49464
4186876,-83.76545,34.022331
5392329,-120.534332,35.366638
5530531,-104.303253,29.820169
4261996,-85.938583,38.381729
4919627,-86.098602,40.115311
4978496,-69.006416,44.45813
5160581,-83.474098,41.495892
4177409,-86.166611,30.62575
4165763,-86.279953,30.853519
4343122,-90.400093,30.666849
4992137,-84.916718,45.53334
4987969,-84.915329,45.63612
5755890,-122.788651,42.245682
4880327,-91.540977,42.80471
4693922,-97.433601,28.65027
5205669,-77.249992,40.500359
5186715,-77.115807,40.363972
5021676,-94.138893,45.57222
7261046,-118.566116,45.67643
4085392,-86.221352,32.05043
4905232,-88.197311,42.37669
4917545,-86.903084,41.510601
4456938,-77.737747,35.92321
4122327,-90.129257,35.190369
4935951,-70.832832,42.666759
4405434,-93.480186,37.120049
5078878,-98.730911,40.779179
5551665,-111.670959,32.75589
4368320,-76.616348,38.300129
7208522,-95.803001,29.7665
4578104,-78.979477,33.873779
4341377,-91.907349,32.8293
4422833,-88.806442,33.423458
4712711,-94.681038,31.91795
5424865,-107.835342,37.415279
5363907,-117.881447,34.138901
